model_id,family,arch_name,params,trainable_params,input_features,n_c/depth/width,lr,loss,epochs,seed,val_R2_median,val_R2_mean,val_R2_global,val_MAE_median,status,notes
grid_controller_002_00_hrformer,Transformer/operator variants,hrformer,215350593,215350593,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_hrformer_cosine_gradient_f5e8de3424; smoke_run_id=r_grid_controller_002_00_hrformer_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/hrformer.py
grid_controller_002_01_hrnet,High-resolution CNN/Transformer,hrnet,20138689,20138689,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.6549556016404925,,0.6537025064516455,0.09637406468391418,benchmark200_ranked,source_run_id=r_hrnet_expanded_l1_lr1e3_noema_nosched_8d5e96aa81; smoke_run_id=r_grid_controller_002_01_hrnet_smoke20; benchmark_run_id=r_benchmark_00_hrnet_benchmark200; resolution=original; model_file=generated_models/grid_round/hrnet.py
grid_controller_002_02_mamba2d,Mamba variants,mamba2d,423114785,423114785,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_mamba2d_cosine_gradient_02ee6a4425; smoke_run_id=r_grid_controller_002_02_mamba2d_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/mamba2d.py
grid_controller_002_03_mamba_attention,Mamba variants,mamba_attention,22135133,22135133,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.5852927005574753,,0.5988071066705749,0.09945687651634216,benchmark200_ranked,source_run_id=r_mamba_attention_cosine_gradient_a75cbefcb7; smoke_run_id=r_grid_controller_002_03_mamba_attention_smoke20; benchmark_run_id=r_benchmark_01_mamba_attention_benchmark200; resolution=original; model_file=generated_models/grid_round/mamba_attention.py
grid_controller_002_04_nafnet,NAFNet,nafnet,2859313,2859313,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.0090293300434513,,0.17866868217662857,0.1599963903427124,benchmark200_ranked,source_run_id=r_nafnet_expanded_l1_lr1e3_noema_nosched_cbe6cc8c99; smoke_run_id=r_grid_controller_002_04_nafnet_smoke20; benchmark_run_id=r_benchmark_02_nafnet_benchmark200; resolution=original; model_file=generated_models/grid_round/nafnet.py
grid_controller_002_05_perceiver_io,Transformer/operator variants,perceiver_io,7082753,7082753,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,-3.323431164343231,,-2.775497074635061,0.3609486222267151,benchmark200_ranked,source_run_id=r_perceiver_io_expanded_gradient_lr5e4_ema_cosine_915c399d82; smoke_run_id=r_grid_controller_002_05_perceiver_io_smoke20; benchmark_run_id=r_benchmark_03_perceiver_io_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/perceiver_io.py
grid_controller_002_06_quadmamba,Mamba variants,quadmamba,132194421,132194421,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.696234744663454,,0.6751996960281275,0.0863259881734848,benchmark200_ranked,source_run_id=r_quadmamba_ema_stable_gradient_79264260fd; smoke_run_id=r_grid_controller_002_06_quadmamba_smoke20; benchmark_run_id=r_benchmark_04_quadmamba_benchmark200; resolution=original; model_file=generated_models/grid_round/quadmamba.py
grid_controller_002_07_residual_spectral,Spectral/Fourier operators,residual_spectral,104972257,104972257,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6289841728803703,,0.6304602169877779,0.09369659423828125,benchmark200_ranked,source_run_id=r_residual_spectral_expanded_l1_lr5e4_ema_cosine_f025d149d0; smoke_run_id=r_grid_controller_002_07_residual_spectral_smoke20; benchmark_run_id=r_benchmark_05_residual_spectral_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/residual_spectral.py
grid_controller_002_08_sac_mamba,Mamba variants,sac_mamba,16552777,16552777,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.5809792451719202,,0.5627760268864203,0.10232120007276535,benchmark200_ranked,source_run_id=r_sac_mamba_expanded_gradient_lr5e4_ema_cosine_7560894cb4; smoke_run_id=r_grid_controller_002_08_sac_mamba_smoke20; benchmark_run_id=r_benchmark_06_sac_mamba_benchmark200; resolution=original; model_file=generated_models/grid_round/sac_mamba.py
grid_controller_002_09_swin_unetr,Transformer/operator variants,swin_unetr,6859867,6859867,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.539313432262804,,0.5726131849797653,0.11635385453701019,benchmark200_ranked,source_run_id=r_swin_unetr_ema_stable_gradient_0d13265864; smoke_run_id=r_grid_controller_002_09_swin_unetr_smoke20; benchmark_run_id=r_benchmark_07_swin_unetr_benchmark200; resolution=original; model_file=generated_models/grid_round/swin_unetr.py
grid_controller_003_00_transolver,Transformer/operator variants,transolver,121316065,121316065,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.4064136031006855,,0.4995765501637034,0.11933668702840805,benchmark200_ranked,source_run_id=r_transolver_expanded_gradient_lr5e4_ema_cosine_1cde58674f; smoke_run_id=r_grid_controller_003_00_transolver_smoke20; benchmark_run_id=r_benchmark_00_transolver_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/transolver.py
grid_controller_003_01_transolver_lite,Transformer/operator variants,transolver_lite,1023425,1023425,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,-1.407186218756785,,-1.014351929006161,0.23112671077251434,benchmark200_ranked,source_run_id=r_transolver_lite_expanded_gradient_lr5e4_ema_cosine_8a13f6b483; smoke_run_id=r_grid_controller_003_01_transolver_lite_smoke20; benchmark_run_id=r_benchmark_01_transolver_lite_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/transolver_lite.py
grid_controller_003_02_ufno,Spectral/Fourier operators,ufno,242225153,242225153,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,20,1,,,,,formal_param_cap_skipped,source_run_id=r_ufno_expanded_l1_lr5e4_ema_cosine_72ea404f99; smoke_run_id=r_grid_controller_003_02_ufno_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/ufno.py
grid_controller_003_03_umamba,Mamba variants,umamba,72089137,72089137,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6645840015109532,,0.6492743529491407,0.09358586370944977,benchmark200_ranked,source_run_id=r_umamba_cosine_gradient_6cc7a88598; smoke_run_id=r_grid_controller_003_03_umamba_smoke20; benchmark_run_id=r_benchmark_02_umamba_benchmark200; resolution=original; model_file=generated_models/grid_round/umamba.py
grid_controller_003_04_unet_afno,UNet variants,unet_afno,188782610,188782610,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_unet_afno_afno_bottleneck_gradient_low_lr_8667798d01; smoke_run_id=r_grid_controller_003_04_unet_afno_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/unet_afno.py
grid_controller_003_05_unet_sdf_7level,UNet with SDF,unet_sdf_7level,125771905,125771905,Grid standard gridded inputs plus SDF mechanism in wrapper,depth=7,0.001,masked_l1_gradient,200,1,0.7349490957626527,,0.7029370118662326,0.08504781872034073,benchmark200_ranked,source_run_id=r_unet_sdf_7level_expanded_gradient_lr1e3_noema_nosched_828831925d; smoke_run_id=r_grid_controller_003_05_unet_sdf_7level_smoke20; benchmark_run_id=r_benchmark_03_unet_sdf_7level_benchmark200_retry1; resolution=retry1; val R2_median above orthogonal exploratory sweep val baseline; model_file=generated_models/grid_round/unet_sdf_7level.py
grid_controller_003_06_unet_v3,UNet variants,unet_v3,138432529,138432529,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,depth=7 parameterized UNet,0.001,masked_l1_gradient,200,1,0.680521472392638,,0.6900571087272975,0.08969227224588394,benchmark200_ranked,source_run_id=r_unet_v3_depth7_gradient_cosine_326ed0de53; smoke_run_id=r_grid_controller_003_06_unet_v3_smoke20; benchmark_run_id=r_benchmark_04_unet_v3_benchmark200; resolution=original; model_file=generated_models/grid_round/unet_v3.py
grid_controller_003_07_uno,UNO,uno,105601345,105601345,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.32868950652603723,,0.4550500300751632,0.12861259281635284,benchmark200_ranked,source_run_id=r_uno_expanded_gradient_lr5e4_ema_cosine_1d41ace0eb; smoke_run_id=r_grid_controller_003_07_uno_smoke20; benchmark_run_id=r_benchmark_05_uno_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/uno.py
grid_controller_003_08_afno,Spectral/Fourier operators,afno,895425,895425,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.1854281578973972,,0.3542026837999117,0.13576564192771912,benchmark200_ranked,source_run_id=r_afno_afno_l1_cosine_5551e0ef69; smoke_run_id=r_grid_controller_003_08_afno_smoke20; benchmark_run_id=r_benchmark_06_afno_benchmark200; resolution=original; model_file=generated_models/grid_round/afno.py
grid_controller_003_09_attention_gate_unet,UNet variants,attention_gate_unet,31467765,31467765,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6815395655866539,,0.6679686995001106,0.09238612651824951,benchmark200_ranked,source_run_id=r_attention_gate_unet_ag_unet_gradient_default_8c61e150d7; smoke_run_id=r_grid_controller_003_09_attention_gate_unet_smoke20; benchmark_run_id=r_benchmark_07_attention_gate_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_gate_unet.py
grid_controller_004_00_afno,Spectral/Fourier operators,afno,895425,895425,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.16652795978301105,,0.3561184916770893,0.1398027092218399,benchmark200_ranked,source_run_id=r_afno_afno_l1_low_lr_ema_e6f485bea3; smoke_run_id=r_grid_controller_004_00_afno_smoke20; benchmark_run_id=r_benchmark_00_afno_benchmark200; resolution=original; model_file=generated_models/grid_round/afno.py
grid_controller_004_01_attention_gate_unet,UNet variants,attention_gate_unet,31467765,31467765,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.688522632842127,,0.6617871016921304,0.09230727702379227,benchmark200_ranked,source_run_id=r_attention_gate_unet_ag_unet_gradient_ema_356d7bbedf; smoke_run_id=r_grid_controller_004_01_attention_gate_unet_smoke20; benchmark_run_id=r_benchmark_01_attention_gate_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_gate_unet.py
grid_controller_004_02_attention_mamba,Mamba variants,attention_mamba,35969713,35969713,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6963887206709947,,0.6712351278376605,0.08649195730686188,benchmark200_ranked,source_run_id=r_attention_mamba_attention_mamba_gradient_low_lr_ema_801c612d44; smoke_run_id=r_grid_controller_004_02_attention_mamba_smoke20; benchmark_run_id=r_benchmark_02_attention_mamba_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_mamba.py
grid_controller_004_03_cbam_unet,UNet variants,cbam_unet,31340033,31340033,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cbam_unet_cbam_gradient_low_lr_e77631369d; smoke_run_id=r_grid_controller_004_03_cbam_unet_smoke20; benchmark_run_id=r_benchmark_03_cbam_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/cbam_unet.py
grid_controller_004_04_cnn_deeponet,DeepONet,cnn_deeponet,1680577,1680577,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cnn_deeponet_deeponet_l1_default_cosine_5344a3f159; smoke_run_id=r_grid_controller_004_04_cnn_deeponet_smoke20; benchmark_run_id=r_benchmark_04_cnn_deeponet_benchmark200; resolution=original; model_file=generated_models/grid_round/cnn_deeponet.py
grid_controller_004_05_cno_v2,CNO,cno_v2,144933361,144933361,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.7053733271064626,,0.6840450730207099,0.08651155233383179,benchmark200_ranked,source_run_id=r_cno_v2_cno_gradient_low_lr_ema_ffaf7a9335; smoke_run_id=r_grid_controller_004_05_cno_v2_smoke20; benchmark_run_id=r_benchmark_05_cno_v2_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/cno_v2.py
grid_controller_004_06_convnext_v2_unet,UNet variants,convnext_v2_unet,7463841,7463841,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.32733574737671856,,0.4453875465083782,0.12989522516727448,benchmark200_ranked,source_run_id=r_convnext_v2_unet_convnext_gradient_ema_5e625ed450; smoke_run_id=r_grid_controller_004_06_convnext_v2_unet_smoke20; benchmark_run_id=r_benchmark_06_convnext_v2_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/convnext_v2_unet.py
grid_controller_004_07_dcn_unet,UNet variants,dcn_unet,135192475,135192475,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6132961792426412,,0.6135075326589947,0.09985855966806412,benchmark200_ranked,source_run_id=r_dcn_unet_cosine_gradient_ad71b1a436; smoke_run_id=r_grid_controller_004_07_dcn_unet_smoke20; benchmark_run_id=r_benchmark_07_dcn_unet_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dcn_unet.py
grid_controller_004_08_dilated_fno,Spectral/Fourier operators,dilated_fno,60726001,60726001,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6911315712380651,,0.6659835213021241,0.08702345192432404,benchmark200_ranked,source_run_id=r_dilated_fno_dilated_fno_gradient_low_lr_7280915220; smoke_run_id=r_grid_controller_004_08_dilated_fno_smoke20; benchmark_run_id=r_benchmark_08_dilated_fno_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_fno.py
grid_controller_004_09_dilated_hrformer,High-resolution CNN/Transformer,dilated_hrformer,42474673,42474673,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.5470246999178253,,0.5750058587217151,0.1104128509759903,benchmark200_ranked,source_run_id=r_dilated_hrformer_dilated_hrformer_gradient_low_lr_ema_f6eb6ddfee; smoke_run_id=r_grid_controller_004_09_dilated_hrformer_smoke20; benchmark_run_id=r_benchmark_09_dilated_hrformer_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dilated_hrformer.py
grid_controller_005_00_afno,Spectral/Fourier operators,afno,11925985,11925985,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.14526166230520499,,0.3755619848056373,0.1347050815820694,benchmark200_ranked,source_run_id=r_afno_expanded_gradient_lr5e4_ema_cosine_326fbcda82; smoke_run_id=r_grid_controller_005_00_afno_smoke20; benchmark_run_id=r_benchmark_00_afno_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/afno.py
grid_controller_005_01_attention_gate_unet,UNet variants,attention_gate_unet,31467765,31467765,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6668770504903991,,0.6616288221842114,0.09433610737323761,benchmark200_ranked,source_run_id=r_attention_gate_unet_ag_unet_l1_low_lr_9de30d4408; smoke_run_id=r_grid_controller_005_01_attention_gate_unet_smoke20; benchmark_run_id=r_benchmark_01_attention_gate_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_gate_unet.py
grid_controller_005_02_attention_mamba,Mamba variants,attention_mamba,35969713,35969713,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6922245494693888,,0.6606584603819957,0.08822549879550934,benchmark200_ranked,source_run_id=r_attention_mamba_attention_mamba_l1_low_lr_e3472d8920; smoke_run_id=r_grid_controller_005_02_attention_mamba_smoke20; benchmark_run_id=r_benchmark_02_attention_mamba_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_mamba.py
grid_controller_005_03_cbam_unet,UNet variants,cbam_unet,31340033,31340033,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cbam_unet_cbam_gradient_v3_success_7e6be721ab; smoke_run_id=r_grid_controller_005_03_cbam_unet_smoke20; benchmark_run_id=r_benchmark_03_cbam_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/cbam_unet.py
grid_controller_005_04_cnn_deeponet,DeepONet,cnn_deeponet,1680577,1680577,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cnn_deeponet_deeponet_l1_low_lr_0c4ef52f33; smoke_run_id=r_grid_controller_005_04_cnn_deeponet_smoke20; benchmark_run_id=r_benchmark_04_cnn_deeponet_benchmark200; resolution=original; model_file=generated_models/grid_round/cnn_deeponet.py
grid_controller_005_05_cno_v2,CNO,cno_v2,144933361,144933361,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6853252487281944,,0.6732610291464647,0.08939974755048752,benchmark200_ranked,source_run_id=r_cno_v2_cno_gradient_low_lr_v3_best_00c9c14e42; smoke_run_id=r_grid_controller_005_05_cno_v2_smoke20; benchmark_run_id=r_benchmark_05_cno_v2_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/cno_v2.py
grid_controller_005_06_convnext_v2_unet,UNet variants,convnext_v2_unet,7463841,7463841,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.33421706260648243,,0.43495725895032866,0.12631163001060486,benchmark200_ranked,source_run_id=r_convnext_v2_unet_convnext_l1_low_lr_32c4b4535c; smoke_run_id=r_grid_controller_005_06_convnext_v2_unet_smoke20; benchmark_run_id=r_benchmark_06_convnext_v2_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/convnext_v2_unet.py
grid_controller_005_07_dcn_unet,UNet variants,dcn_unet,135192475,135192475,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6279850448211384,,0.6348417122651898,0.09645475447177887,benchmark200_ranked,source_run_id=r_dcn_unet_dcn_gradient_ema_7a8ee5e0c1; smoke_run_id=r_grid_controller_005_07_dcn_unet_smoke20; benchmark_run_id=r_benchmark_07_dcn_unet_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dcn_unet.py
grid_controller_005_08_dilated_fno,Spectral/Fourier operators,dilated_fno,60726001,60726001,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.6572251122445436,,0.6162519059943714,0.0936637595295906,benchmark200_ranked,source_run_id=r_dilated_fno_dilated_fno_l1_default_166d30a8be; smoke_run_id=r_grid_controller_005_08_dilated_fno_smoke20; benchmark_run_id=r_benchmark_08_dilated_fno_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_fno.py
grid_controller_005_09_dilated_hrformer,High-resolution CNN/Transformer,dilated_hrformer,42474673,42474673,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6721458849137698,,0.6591296102028492,0.09603685885667801,benchmark200_ranked,source_run_id=r_dilated_hrformer_dilated_hrformer_l1_low_lr_a7107541c5; smoke_run_id=r_grid_controller_005_09_dilated_hrformer_smoke20; benchmark_run_id=r_benchmark_09_dilated_hrformer_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dilated_hrformer.py
grid_controller_006_00_afno,Spectral/Fourier operators,afno,11925985,11925985,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.19964065050849777,,0.40203235941829774,0.1299312710762024,benchmark200_ranked,source_run_id=r_afno_expanded_l1_lr5e4_ema_cosine_26f497a760; smoke_run_id=r_grid_controller_006_00_afno_smoke20; benchmark_run_id=r_benchmark_00_afno_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/afno.py
